1boy,"1个男人,1男"
feather_hair,"羽毛头发"
feather_hair_ornament,"羽毛头饰"
feather_necklace,"羽毛项链"
feather_trim,"羽毛饰边"
feathered_wings,"羽翼"
featherine_augustus_aurora,"羽毛状奥古斯都极光"
feathers,"羽毛"
fechirin,"铁蛋白"
fed_(giba),"美联储(giba)"
federica_n._doglio,"费德里卡n.多里奥"
fediel_(granblue_fantasy),"费迪尔(碧蓝幻想)"
fedora,"侦探帽,软呢帽"
feeding,"喂食"
feena_(grandia),"费纳(格兰迪亚)"
feena_fam_earthlight,"fenafam地球之光"
feet,"脚"
feet_focus,"足部焦点"
feet_on_chair,"脚在椅子上"
feet_on_table,"桌子上的脚"
feet_only,"仅脚"
feet_out_of_frame,"脚部脱框,脚出框架"
feet_up,"抬起脚"
feguimel,"非吉梅尔"
feh_(fire_emblem_heroes),"feh(火徽英雄)"
fei_(maidoll),"飞(女仆)"
fei_fakkuma,"飞发熊"
fei_lio_mao,"飞辽猫"
fei_rune,"飞符文"
feint721,"佯攻721"
feipin_zhanshi,"飞品展位"
feiqizi_(fkey),"飞七子(fkey)"
feiton,"飞腾"
felarya,"费拉里亚"
feldt_grace,"费尔特恩典"
feli_(puyopuyo),"费利(puyopuyo)"
felicia_(fire_emblem),"费利西亚(火徽)"
felicia_(vampire),"费利西亚(吸血鬼)"
felicia_(vampire)_(cosplay),"费利西亚(吸血鬼)(角色扮演)"
felix_argyle,"菲利克斯·阿盖尔"
felix_hugo_fraldarius,"费利克斯·雨果·弗拉达里乌斯"
fellatio,"口交"
fellatio_gesture,"摆着口交的手势,口交手势"
fellatio_under_mask,"面具下的口交"
felt_(re:zero),"感觉(重新：零)"
felutiahime,"费卢蒂亚希姆"
female,"女人"
female_abyssal_admiral_(kancolle),"女海军上将(舰娘)"
female_assassin_(fate/zero),"女刺客(fate/零)"
female_butler,"女管家"
female_child,"女孩"
female_commander_(azur_lane),"女指挥官(碧蓝航线)"
female_commander_(girls'_frontline),"女指挥官(少女前线)"
female_doctor_(arknights),"女医生(arknights)"
female_ejaculation,"潮吹,女性射精"
female_ejaculation_through_clothes,"女性通过衣服射精"
female_footjob,"女性脚交"
female_goblin,"女妖精"
female_gunner_(dungeon_and_fighter),"女炮手(地下城与战士)"
female_masturbation,"女性手淫"
female_orc,"女兽人"
female_orgasm,"女性高潮"
female_pervert,"痴女,女色狼"
female_pov,"女性视角,女性pov"
female_priest_(dungeon_and_fighter),"女牧师(地下城与斗士)"
female_protagonist_(pokemon_go),"女主角(口袋妖怪围棋)"
female_protagonist_(pokemon_go)_(cosplay),"女主角(pokemongo)(cosplay)"
female_pubic_hair,"女性阴毛"
female_saniwa_(touken_ranbu),"女saniwa(刀剑乱舞)"
female_service_cap,"女警帽,女性服务帽"
female_slayer_(dungeon_and_fighter),"女杀手(地下城与战士)"
female_solo,"单人"
female_titan,"女泰坦"
female_tourist_c_(arknights),"女游客c(arknights)"
female_trainer_(umamusume),"女教练(umamusume)"
femdom,"逆推,调教"
fence,"围栏"
fences,"栏杆"
fender,"挡泥板"
fender_jazz_bass,"挡泥板爵士贝司"
fender_stratocaster,"挡泥板stratocaster"
fender_telecaster,"挡泥板电视广播机"
feng_(skullgirls),"冯(骷髅女孩)"
fengmo,"风墨"
fengxi_(the_legend_of_luoxiaohei),"凤熙(洛小黑传说)"
fennec_(kemono_friends),"耳廓(kemono朋友)"
fennec_fox,"耳廓狐"
fennekin,"芬尼金"
fennel_(pokemon),"茴香(口袋妖怪)"
fenrir_(fenriluuu),"芬里尔(fenriluuu)"
fenyon,"芬尼翁"
feower_(granblue_fantasy),"feower(碧蓝幻想)"
feral_lemma,"野性引理"
feraligatr,"凶猛"
ferdinand_von_aegir,"费迪南德·冯·埃吉尔"
fergus_mac_roich_(fate),"弗格斯·麦克·罗伊奇(fate)"
fern,"蕨类植物"
fernandia_malvezzi,"费尔南迪亚·马尔韦齐"
ferrari,"法拉利"
ferret,"雪貂"
ferris_wheel,"摩天轮"
ferris_wheel_interior,"摩天轮内饰"
ferry_(granblue_fantasy),"渡轮(碧蓝幻想)"
fertilization,"施肥"
festa11307070,"节日11307070"
festival,"节日"
fetal_position,"蜷起身体侧躺,曲腿至胸,胎位"
fetus,"胎儿"
fever,"发烧"
fewer_digits,"缺少手指,更少的数字"
fff_threesome,"fff三人行"
ffm_threesome,"实况调查团三人行"
fi-san,"飞山"
fi_(zelda),"菲(塞尔达)"
fiammetta_(arknights),"菲亚梅塔(方舟之夜)"
fidgeting,"坐立不安"
fie_claussell,"克劳塞尔"
field,"场地,字段"
field_of_blades,"刀片领域"
fiery_background,"火热的背景"
fiery_hair,"火热的头发"
fiery_horns,"火热的角"
fiery_tail,"火热的尾巴"
fiery_wings,"火焰翅膀,火热的翅膀"
fifiruu,"菲菲鲁"
fig_sign,"无花果标志"
fighter_(7th_dragon),"战斗机(七龙珠)"
fighter_(dungeon_and_fighter),"斗士(地下城与斗士)"
fighter_(granblue_fantasy),"战斗机(碧蓝幻想)"
fighter_jet,"战斗机"
fighting_game,"格斗游戏"
fighting_master_alleyne,"战斗大师阿莱恩"
fighting_stance,"恐吓对手的架势"
figure_skating,"花样滑冰"
figure_skating_dress,"花样滑冰服"
fii-tan,"菲坦"
fii-tan_the_figure,"fii-tan人物"
filia_(skullgirls),"filia(骷髅女孩)"
fill_flash,"填充闪光"
fill_light,"补光"
film_grain,"胶片颗粒"
film_strip,"胶片"
filming,"拍摄"
fin_funnels,"翅片漏斗"
final_fantasy,"最终幻想"
final_fantasy_crystal_chronicles,"最终幻想水晶编年史"
final_fantasy_fables,"最终幻想寓言"
final_fantasy_i,"最终幻想i"
final_fantasy_iii,"最终幻想iii"
final_fantasy_iv,"最终幻想iv"
final_fantasy_iv_the_after,"最终幻想ivtheafter"
final_fantasy_ix,"最终幻想ix"
final_fantasy_tactics,"最终幻想战术"
final_fantasy_tactics_advance,"最终幻想战术推进"
final_fantasy_type-0,"最终幻想类型-0"
final_fantasy_v,"最终幻想v"
final_fantasy_vi,"最终幻想vi"
final_fantasy_vii,"最终幻想vii"
final_fantasy_vii_remake,"最终幻想七重制版"
final_fantasy_x,"最终幻想x"
final_fantasy_x-2,"最终幻想x-2"
final_fantasy_xi,"最终幻想xi"
final_fantasy_xii,"最终幻想xii"
final_fantasy_xiii,"最终幻想十三"
final_fantasy_xiii-2,"最终幻想xiii-2"
final_fantasy_xiv,"最终幻想xiv"
final_fantasy_xv,"最终幻想xv"
final_fight,"最后一战"
finalcake,"最终蛋糕"
finana_ryugu,"菲纳龙宫"
fine_(futagohime),"很好(futagohime)"
fine_art_parody,"美术模仿"
fine_fabric_emphasis,"精细的面料感/超还原的丝袜,精细面料强调"
fine_motion_(umamusume),"精细动作(umamusume)"
finger_biting,"咬手指"
finger_cots,"指套"
finger_frame,"指架"
finger_gun,"手枪手势,手指枪"
finger_gun_to_head,"手指枪对着头部"
finger_heart,"手指心"
finger_horns,"指角"
finger_in_another's_mouth,"手指在别人的嘴里"
finger_in_own_mouth,"手指在自己的嘴里"
finger_in_panties,"手伸进内裤里"
finger_on_trigger,"扳机上的手指"
finger_raised,"食指抬起"
finger_smile,"用手指做出笑脸"
finger_sucking,"手指吸吮"
finger_tattoo,"手指纹身"
finger_to_another's_chin,"手托着对方的下巴"
finger_to_another's_mouth,"手指对着别人的嘴"
finger_to_cheek,"手指到脸颊"
finger_to_eye,"手指到眼睛"
finger_to_face,"指对面"
finger_to_head,"指头"
finger_to_mouth,"手指到嘴巴"
finger_to_own_chin,"手指到自己的下巴"
finger_to_tongue,"手指到舌头"
fingering,"指交,指法"
fingering_from_behind,"从背后指法"
fingering_through_clothes,"手指隔着衣物摸来摸去,指法穿过衣服"
fingering_through_panties,"指法通过内裤"
fingerless_glove,"露指手套"
fingerless_gloves,"无指手套"
fingernails,"指甲"
fingerpaint,"手指画"
fingerprint,"指纹"
fingers,"手指"
fingers_together,"手指在一起"
fingersmile,"手指微笑"
finland_(hetalia),"芬兰(黑塔利亚)"
finn_the_human,"芬兰人"
finneon,"飞霓"
finnish_flag,"芬兰国旗"
finnish_text,"芬兰语文本"
fins,"鳍"
fiodo,"菲奥多"
fiona_belli,"菲奥娜贝利"
fionn_mac_cumhaill_(fate/grand_order),"fionnmaccumhaill(fate/大订单)"
fionna_the_human_girl,"菲奥娜人类女孩"
fiora_(league_of_legends),"菲奥拉(英雄联盟)"
fiora_(xenoblade),"菲奥拉(异形之刃)"
fir_(fire_emblem),"冷杉(火徽)"
fir_tree,"枞树"
fire,"火"
fire_axe,"消防斧"
fire_emblem,"火徽"
fire_emblem:_genealogy_of_the_holy_war,"火焰纹章：圣战谱系"
fire_emblem:_mystery_of_the_emblem,"火徽：徽记之谜"
fire_emblem:_new_mystery_of_the_emblem,"火焰纹章：纹章之谜"
fire_emblem:_path_of_radiance,"火徽：光辉之路"
fire_emblem:_radiant_dawn,"火焰纹章：光芒四射的黎明"
fire_emblem:_shadow_dragon,"火徽：影龙"
fire_emblem:_shadow_dragon_and_the_blade_of_light,"火徽：影龙与光之刃"
fire_emblem:_the_binding_blade,"火焰纹章：束缚之刃"
fire_emblem:_the_blazing_blade,"火焰纹章：炽烈之刃"
fire_emblem:_the_sacred_stones,"火徽：圣石"
fire_emblem:_thracia_776,"火徽：thracia776"
fire_emblem:_three_houses,"火徽：三房"
fire_emblem_(tiger_&_bunny),"火徽(老虎和兔子)"
fire_emblem_awakening,"火徽觉醒"
fire_emblem_cipher,"火徽密码"
fire_emblem_echoes:_shadows_of_valentia,"火徽回响：瓦伦蒂亚之影"
fire_emblem_fates,"火徽fate"
fire_emblem_gaiden,"火徽外传"
fire_emblem_heroes,"火徽英雄"
fire_emblem_warriors:_three_hopes,"火徽勇士：三个希望"
fire_extinguisher,"灭火器"
fire_flower,"火花"
fire_helmet,"消防头盔"
fire_hydrant,"消火栓"
fire_keeper,"消防员"
firearm,"枪"
fireball,"火球"
fireball_(series),"火球(系列)"
firecrackers,"鞭炮"
firefighter_jacket,"消防夹克"
fireflies,"萤火虫"
firefox,"火狐"
firelight_ekko,"火光ekko"
firelock,"防火锁"
fireplace,"壁炉"
firewatch_(arknights),"看火人(方舟)"
firewood,"木柴"
fireworks,"烟火,烟花"
firing,"射击"
firing_at_viewer,"向观众射击"
firis_mistlud,"菲里斯迷路"
firolian,"菲罗莲"
first-person_view,"第一人称视角"
first_aid,"急救"
first_aid_kit,"急救箱"
first_high_school_uniform,"第一套高中制服"
fischl_(ein_immernachtstraum)_(genshin_impact),"菲谢尔(极夜真梦)(原神)"
fischl_(genshin_impact),"菲谢尔/小艾米(原神)"
fish,"鱼"
fish.boy,"鱼男孩"
fish_(food),"鱼(食物)"
fish_bone,"鱼骨"
fish_costume,"鱼装"
fish_girl,"鱼姑娘"
fish_hair_ornament,"鱼形发饰,鱼头饰"
fish_in_mouth,"嘴里有鱼"
fish_print,"鱼印"
fish_request,"鱼请求"
fish_skeleton,"鱼骨架"
fish_tail,"鱼尾"
fish_tank,"鱼缸"
fish_tattoo,"鱼纹身"
fishbowl_helmet,"鱼缸头盔"
fisheye,"鱼眼镜头"
fishine,"钓鱼"
fishing_hook,"钓鱼钩"
fishing_line,"钓鱼线"
fishing_lure,"鱼饵"
fishing_net,"渔网"
fishing_rod,"钓鱼竿"
fishnet,"网袜"
fishnet_armwear,"渔网护臂"
fishnet_bodysuit,"渔网紧身连衣裤"
fishnet_fabric,"渔网面料"
fishnet_gloves,"渔网手套"
fishnet_legwear,"渔网袜"
fishnet_pantyhose,"渔网连裤袜"
fishnet_sleeves,"渔网袖"
fishnet_socks,"渔网短袜"
fishnet_thighhighs,"渔网长筒袜"
fishnet_top,"渔网上衣"
fist_bump,"拳头撞击"
fist_in_hand,"拳头在手"
fist_pump,"拳头泵"
fisting,"拳头插入,拳交"
fitting_room,"试衣间"
five-seven_(girls'_frontline),"五七(少女前线)"
five-seven_(gun),"五七(枪)"
five_nights_at_freddy's,"在弗雷迪的五个晚上"
five_star_stories,"五星级故事"
fivesome,"群p,群P"
fixed,"固定"
fiz_(fizintine),"菲兹(fizintine)"
fizintine,"苯丙胺"
fjorm_(fire_emblem),"峡湾(火徽)"
fl_studio,"佛罗里达工作室"
flaaffy,"松软的"
flaccid,"松弛"
flag,"标志"
flag_background,"标志背景"
flag_print,"旗印"
flagpole,"旗杆"
flags_of_all_nations,"各国国旗"
flail,"连枷"
flailing,"连连"
flame,"火焰"
flame-tipped_tail,"火焰尾翼"
flame_print,"火焰印花"
flamebringer_(arknights),"火焰使者(方舟)"
flamel_symbol,"火焰符号"
flametail_(arknights),"火焰尾巴(方舟)"
flamethrower,"火焰喷射器"
flamie_speeddraw,"火焰速绘"
flaming_eye,"火焰之眼"
flaming_eyes,"燃烧的眼睛"
flaming_halo,"火焰光晕"
flaming_hand,"燃烧的手"
flaming_skull,"燃烧的骷髅"
flaming_sword,"火焰剑"
flaming_weapon,"火焰武器"
flamingo,"火烈鸟"
flan_(seeyouflan),"果馅饼(seeyouflan)"
flandre_scarlet,"弗兰德猩红色"
flandre_scarlet_(cosplay),"弗兰德猩红(角色扮演)"
flannel,"法兰绒"
flannery_(pokemon),"法兰绒(口袋妖怪)"
flanvia,"法兰维亚"
flapping,"拍打动作"
flare,"耀斑"
flareon,"火炬"
flash,"闪光"
flash_game,"快闪游戏"
flashback,"闪回"
flashbang,"闪光弹"
flashlight,"手电筒"
flask,"烧瓶"
flask_(pandora),"烧瓶(潘多拉)"
flasso,"花瓶"
flat_ass,"贫瘠的屁股,扁屁股"
flat_cap,"平帽"
flat_chest,"贫乳(a),平胸,贫乳(A)"
flat_chest_grab,"抓着贫乳,平胸抓斗"
flat_chest_joke,"平胸笑话"
flat_color,"扁平画风,平涂风格,纯色"
flat_gaze,"轻蔑的眼神"
flat_lay_photography,"平放摄影"
flat_screen_tv,"平板电视"
flat_sign,"平面标志"
flat_top_chef_hat,"平顶厨师帽"
flattop,"平顶"
flay_allster,"剥皮奥尔斯特"
flayn_(fire_emblem),"flayn(火徽)"
flcl,"佛罗里达州"
fleeing,"逃离"
fleet,"舰队"
flesh,"肉"
flesh_fang,"把嘴的一部分画成虎牙状"
fletcher_(kancolle),"弗莱彻(舰娘)"
fletcher_mk_ii_(kancolle),"弗莱彻mkii(舰娘)"
fletchling,"雏鸟"
fleur_de_lapin_uniform,"fleurdelapin制服"
fleur_de_lis,"百合花"
flexible,"灵活"
flexing,"手臂弯举展示肌肉"
flick,"轻弹"
flight_attendant,"空姐"
flight_deck,"飞行甲板"
flight_goggles,"飞行护目镜"
flint_(arknights),"燧石(方舟)"
flint_(girls_und_panzer),"燧石(少女与装甲)"
flint_(pokemon),"燧石(宠物小精灵)"
flintlock,"燧发枪"
flip-flops,"人字拖"
flip_flappers,"翻转挡板"
flip_phone,"翻盖手机"
flipnote_studio_(medium),"flipnote工作室(中)"
flipped_hair,"向外翻的头发,外卷发型,翻转的头发"
flipper,"脚蹼"
flipping_food,"翻转食物"
flipping_off,"比出中指"
flirting,"调情"
flo_(guilty_hearts),"弗洛(有罪的心)"
floating,"浮动"
floating_book,"浮书"
floating_breasts,"浮动的乳房"
floating_cape,"漂浮斗篷"
floating_card,"浮卡"
floating_castle,"漂浮城堡"
floating_city,"漂浮的城市,水上城市"
floating_clothes,"浮衣"
floating_fortress_(kancolle),"浮动堡垒(舰娘)"
floating_hair,"漂浮的头发"
floating_head,"浮头"
floating_headgear,"浮动头饰"
floating_island,"浮岛"
floating_object,"浮动物体"
floating_rock,"浮石"
floating_scarf,"漂浮围巾"
floating_screen,"浮动屏幕"
floating_skull,"漂浮的头骨"
floating_sword,"浮剑"
floating_weapon,"浮动武器"
flock,"羊群"
floette,"弗洛特"
flonne,"弗洛讷"
flonne_(fallen_angel),"flonne(堕落天使)"
flood,"洪水"
floor,"地板"
floorplan,"平面图"
floppy_disk,"软盘"
floppy_ears,"松软的耳朵"
flora_(fire_emblem),"植物群(火徽)"
floral_arch,"花拱门"
floral_background,"花卉背景"
floral_print,"花卉印花"
florence_nightingale_(chaldea_lifesavers)_(fate),"弗洛伦斯·南丁格尔(迦勒底救生员)(fate)"
florence_nightingale_(fate),"佛罗伦萨夜莺(fate)"
florence_nightingale_(fate)_(cosplay),"佛罗伦萨夜莺(fate)(角色扮演)"
florence_nightingale_(santa)_(fate),"佛罗伦萨夜莺(圣诞老人)(fate)"
florence_nightingale_(third_ascension)_(fate),"弗洛伦斯·南丁格尔(第三次扬升)(fate)"
florence_nightingale_(trick_or_treatment)_(fate),"佛罗伦萨夜莺(不给糖就捣蛋)(fate)"
florence_nightingale_(trick_or_treatment)_(fate)_(cosplay),"佛罗伦萨夜莺(不给糖就捣蛋)(fate)(角色扮演)"
florina_(fire_emblem),"弗洛里娜(火徽)"
flour,"面粉"
flow,"流"
flower,"花"
flower-shaped_pupils,"花形瞳孔"
flower_(symbol),"花(符号)"
flower_(vocaloid),"花(vocaloid)"
flower_basket,"花篮"
flower_bed,"花坛"
flower_bracelet,"花手链"
flower_braid,"花辫"
flower_brooch,"花胸针"
flower_choker,"花项链"
flower_earrings,"花耳环"
flower_eyepatch,"花眼罩"
flower_field,"花田"
flower_hair_ornament,"发花"
flower_in_eye,"眼中的花"
flower_in_mouth,"花在嘴里"
flower_knight_girl,"花骑士少女"
flower_knot,"花结"
flower_on_head,"头上的花"
flower_on_liquid,"液体上的花朵"
flower_ornament,"花饰"
flower_over_eye,"花在眼睛上"
flower_over_mouth,"花在嘴上"
flower_petals,"花瓣"
flower_pot,"花盆"
flower_request,"鲜花请求"
flower_sea,"花海"
flower_shop,"花店"
flower_tact,"花机智"
flower_tattoo,"花纹身"
flower_wreath,"花环"
flowerxl,"花xl"
flowey_(undertale),"流线型(传说之下)"
floyd_leech,"弗洛伊德水蛭"
fluffy,"蓬松"
fluorescent_lamp,"荧光灯"
flustered,"慌张,慌乱的,心慌"
flute,"长笛"
fluttershy,"小蝶"
fly,"飞"
fly_(marguerite),"飞(玛格丽特)"
fly_agaric,"飞木耳"
flyable_heart,"会飞的心"
flyer,"传单"
flying,"飞行"
flying_button,"飞行按钮"
flying_car,"飞行汽车"
flying_fish,"飞鱼"
flying_kick,"飞踢"
flying_nimbus,"飞云"
flying_paper,"飞纸"
flying_saucer,"飞碟"
flying_sweatdrops,"飞行的汗珠"
flying_teardrops,"飞扬的泪珠"
flying_whale,"飞鲸"
flying_witch,"飞行女巫"
flynn_scifo,"弗林科幻"
fmm_threesome,"二男加一女"
fn_fal,"fn法尔"
fn_scar,"fn疤痕"
fnc_(girls'_frontline),"fnc(女子前线)"
foam,"泡沫"
foaming_at_the_mouth,"口吐白沫"
focke_wulf,"福克沃尔夫"
focus_stacking,"焦点合成"
fog,"雾"
foggy,"大雾"
folait,"福莱特"
fold-over_boots,"折叠靴"
folded,"双腿向后折起,折叠"
folded_clothes,"折叠衣服"
folded_fan,"折扇"
folded_hair,"折叠头发"
folded_ponytail,"马尾在后方竖着折起(辉夜),折叠马尾,折叠马尾辫"
folder,"文件夹"
folding_chair,"折叠椅"
folding_screen,"折叠屏"
foliage,"树叶"
folinic_(arknights),"叶酸(方舟之夜)"
folks_(nabokof),"伙计们(nabokof)"
followers_favorite_challenge,"追随者最喜欢的挑战"
following,"关注"
fondle,"摸索"
foo_fighters,"富战士"
food,"食品"
food-themed_background,"以食物为主题的背景"
food-themed_clothes,"以食物为主题的衣服"
food-themed_earrings,"以食物为主题的耳环"
food-themed_hair_ornament,"食物发饰,以食物为主题的发饰"
food-themed_ornament,"以食物为主题的装饰品"
food_art,"食品艺术"
food_as_clothes,"食物作为衣服"
food_between_breasts,"乳房之间的食物"
food_bite,"食物咬"
food_fantasy,"食物幻想"
food_focus,"食物焦点"
food_in_mouth,"嘴里有食物"
food_insertion,"食物插入"
food_on_body,"身体上的食物"
food_on_breasts,"乳房上的食物"
food_on_cheek,"食物在脸上"
food_on_clothes,"衣服上的食物"
food_on_face,"脸上的食物"
food_on_hair,"头发上的食物"
food_on_hand,"手头的食物"
food_on_head,"头上的食物"
food_print,"食品印刷品"
food_request,"食物请求"
food_stand,"食品摊"
food_theft,"食物盗窃"
food_wrapper,"食品包装纸"
food_writing,"美食写作"
foodgasm,"食物气"
foodification,"食物化"
foongus,"福格斯"
foot_dangle,"摇晃的脚,诱惑的脚"
foot_hold,"脚踏"
foot_massage,"足部按摩"
foot_on_face,"脚踩脸"
foot_on_head,"脚踏在头上"
foot_out_of_frame,"脚出框"
foot_pussy,"脚阴道"
foot_tickling,"脚痒"
foot_worship,"脚崇拜"
football_helmet,"橄榄球头盔"
footjob,"脚交"
footprints,"脚印"
footwear_bow,"鞋弓"
footwear_ribbon,"鞋带"
for_adoption,"供收养"
forbidden_scrollery,"禁止滚动"
force-feeding,"强制喂食"
force_of_will,"意志力"
forced,"强制"
forced_orgasm,"强迫性高潮"
forced_perspective,"强迫透视"
forced_smile,"强迫微笑"
fore-edge_painting,"书口绘画"
foregrip,"前握把"
forehead,"额头"
forehead-to-forehead,"额头贴额头,额头对额头"
forehead_flick,"额头轻弹"
forehead_gem,"额前有宝石"
forehead_jewel,"额头宝石"
forehead_mark,"额前有图案,额头标记"
forehead_protector,"护额"
forehead_tattoo,"额头纹身"
foreign_blue,"洋蓝"
forelocks,"耳前发"
foreplay,"前戏"
foreshortening,"正前缩距透视法"
foreskin,"包皮"
foreskin_insertion,"包皮插入"
foreskin_pull,"包皮拉力"
forest,"森林/树"
forever_7th_capital,"永远的第七首都"
fori,"前"
fork,"叉子"
forked_eyebrows,"分叉的眉毛"
forked_tail,"分叉的尾巴"
forked_tongue,"分叉的舌头"
formaggio,"形式"
formal,"正装,正式的"
formation_girls,"编队女孩"
formicid,"杀虫剂"
formidable_(azur_lane),"强大(碧蓝航线)"
formidable_(the_lady_of_the_beach)_(azur_lane),"强大的(海滩女士)(碧蓝航线)"
formidable_(timeless_classics)_(azur_lane),"令人敬畏的(永恒的经典)(碧蓝航线)"
formula_one,"一级方程式"
forte_stollen,"强斯托伦"
fortified_suit,"强化套装"
fortissimo,"强音"
